CUSTOMER_ID,CREATION_DATE,REGIONAL_CODE,ORIGIN
"KW02943834",2012-12-31,63,"STORE"
"KW03153348",2017-02-03,48,"STORE"
"KW03222281",2015-03-09,43,"STORE"
"KW03310434",2013-04-21,36,"WEB"
"KW03390234",2015-05-07,30,"STORE"
"KW03525584",2017-07-23,15,"WEB"
"KW04581710",2014-06-21,60,"PHONE"
"KW04758016",2017-08-23,40,"STORE"
"KW04928888",2016-10-10,66,"PHONE"
"KX00312334",2001-02-05,42,"WEB"
"KX00325919",2007-03-13,11,"WEB"
"KX00339907",2006-09-17,21,"WEB"
"KX00359128",2009-01-01,3,"WEB"
"KX00361845",2012-02-05,48,"WEB"
"KX00403204",2008-08-28,11,"STORE"
"KX00405921",2001-04-28,23,"WEB"
"KX00406123",2002-06-24,42,"WEB"
"KX00414475",,54,"WEB"
"KX00425545",2009-08-30,17,"WEB"
"KX00759138",2014-09-08,23,"WEB"
"KX00770006",2014-09-22,3,"WEB"
"KX00918739",2006-05-25,77,"WEB"
"KX00968652",2005-05-12,57,"WEB"
"KX00985156",2002-09-30,70,"WEB"
"KX00993508",2012-09-11,41,"PHONE"
"KX01018163",,34,"WEB"
"KX01026515",2010-02-24,4,"WEB"
"KX01040100",2003-04-02,46,"WEB"
"KX01056805",2006-02-17,43,"STORE"
"KX01062239",2011-08-10,33,"WEB"
"KX01062441",2005-10-07,45,"WEB"
"KX01109033",2005-10-03,28,"STORE"
"KX01252533",2012-02-05,29,"WEB"
"KX01393115",2003-02-11,38,"WEB"
"KX01820497",2014-08-20,50,"STORE"
"KX02002640",2011-12-05,48,"STORE"
"KX02007872",2012-12-01,51,"STORE"
"KX02606327",2017-08-03,14,"STORE"
"KX02824194",2017-10-11,42,"WEB"
"KX03331578",2016-04-08,50,"WEB"
"KX03339930",2017-04-02,6,"STORE"
"KX03441870",2017-05-23,64,"PHONE"
"KX03455656",2014-06-24,42,"STORE"
"KX03458575",2013-07-04,9,"WEB"
"KX04020903",2017-12-30,17,"WEB"
"KX04169636",2016-02-17,41,"WEB"
"KX04324206",2015-04-01,3,"PHONE"
"KX04382270",2019-03-19,11,"PHONE"
"KX04594300",2015-07-04,21,"PHONE"
"KX04925378",2019-09-22,3,"STORE"
"KX05071394",2015-01-03,29,"PHONE"
"KY00297553",2005-05-26,6,"WEB"
"KY00314057",2005-10-03,11,"WEB"
"KY00325328",2004-05-04,1,"WEB"
"KY00338913",2005-07-04,36,"WEB"
"KY00360850",2004-11-23,48,"WEB"
"KY00382989",2008-10-03,25,"STORE"
"KY00404927",2003-02-27,42,"WEB"
"KY00413481",2005-10-14,42,"WEB"
"KY00421632",2003-06-13,30,"WEB"
"KY00421833",2003-11-08,36,"WEB"
"KY00429783",2006-03-01,31,"STORE"
"KY00435418",2010-06-04,50,"PHONE"
"KY00441054",2012-08-03,47,"WEB"
"KY00454639",2003-09-22,39,"WEB"
"KY00454840",2005-12-31,68,"WEB"
"KY00857164",2011-10-05,64,"WEB"
"KY00992312",2009-07-12,41,"STORE"
"KY01050377",2010-09-08,9,"WEB"
"KY01052892",2005-10-03,53,"WEB"
"KY01066880",2002-12-18,59,"WEB"
"KY01100089",2007-03-29,35,"WEB"
"KY01916209",2013-09-25,30,"STORE"
"KY02059508",2015-11-29,44,"STORE"
"KY02067659",2013-12-16,45,"WEB"
"KY02274658",2013-03-04,36,"WEB"
"KY02302030",2015-02-28,57,"WEB"
"KY02307464",2012-03-19,39,"STORE"
"KY02536602",2014-07-29,3,"WEB"
"KY02688253",2012-09-24,70,"STORE"
"KY02751752",2017-09-17,59,"STORE"
"KY02988638",2013-01-13,50,"WEB"
"KY03005141",2013-01-19,42,"STORE"
"KY03041268",2016-01-09,33,"WEB"
"KY03691951",2016-09-08,45,"STORE"
"KY03724958",2014-09-29,44,"PHONE"
"KY04157773",2016-02-15,28,"STORE"
"KY04229423",2018-02-18,46,"PHONE"
"KY04546714",2015-05-27,7,"PHONE"
"KY04576802",2018-05-25,31,"PHONE"
"KY04623596",2017-07-16,48,"STORE"
"KY04687094",2016-08-10,8,"PHONE"
"KY04816808",2017-09-03,3,"STORE"
"KY04880307",2019-09-10,11,"STORE"
"KY05043028",2016-12-07,41,"STORE"
"KY05095457",2017-01-04,64,"WEB"
"KZ00324333",2003-05-26,1,"WEB"
"KZ00332484",2007-11-03,1,"WEB"
"KZ00351906",2005-09-19,3,"WEB"
"KZ00368208",2011-08-31,25,"STORE"
"KZ00368409",2006-09-30,25,"WEB"
"KZ00404133",2007-09-22,36,"WEB"
"KZ00406850",2002-05-05,23,"WEB"
"KZ00415001",2004-01-25,64,"WEB"
"KZ00426071",2008-06-16,17,"WEB"
"KZ00428989",2006-05-17,47,"WEB"
"KZ00795589",2011-04-17,37,"STORE"
"KZ00823162",2013-12-22,53,"WEB"
"KZ00969380",2003-01-16,32,"STORE"
"KZ01019092",2004-10-07,34,"WEB"
"KZ01027243",2006-09-07,60,"WEB"
"KZ01393843",2012-03-01,67,"WEB"
"KZ01394044",2006-09-07,67,"STORE"
"KZ01440838",2013-03-22,51,"WEB"
"KZ02328809",2015-03-13,64,"STORE"
"KZ02499681",2012-06-25,22,"PHONE"
"KZ02816771",2016-10-15,51,"STORE"
"KZ02847061",2016-11-06,70,"STORE"
"KZ02957554",2013-12-31,6,"STORE"
"KZ03208428",2013-03-14,48,"STORE"
"KZ03266291",2018-03-06,49,"STORE"
"KZ03324154",2014-04-19,15,"STORE"
"KZ03384734",2015-05-06,13,"PHONE"
"KZ04046486",2017-01-11,52,"PHONE"
"KZ04087846",2018-01-15,9,"STORE"
"KZ04275423",2016-03-14,50,"STORE"
"KZ04316581",2016-03-23,43,"STORE"
"KZ04371928",2014-04-18,62,"STORE"
"KZ04471352",2015-05-05,17,"STORE"
"KZ04584361",2016-06-09,56,"STORE"
"KZ04595229",2014-07-19,39,"WEB"
"KZ04619884",2015-07-28,4,"PHONE"
"LA00299074",2011-01-11,6,"WEB"
"LA00312659",2004-06-26,11,"WEB"
"LA00351503",2012-03-24,20,"STORE"
"LA00367805",2013-10-15,25,"WEB"
"LA00414800",2006-05-12,57,"WEB"
"LA00434222",2003-03-29,50,"WEB"
"LA00734606",2013-02-23,6,"WEB"
"LA00753827",2013-01-26,47,"WEB"
"LA00759261",2013-03-03,23,"WEB"
"LA00891692",2012-08-16,16,"WEB"
"LA00900044",2008-09-22,18,"WEB"
"LA00905478",2002-01-08,58,"WEB"
"LA00993631",2001-08-18,41,"WEB"
"LA00996751",2011-10-08,39,"WEB"
"LA01040626",2004-01-27,46,"WEB"
"LA01057130",2002-09-09,40,"WEB"
"LA01062564",2011-05-06,45,"WEB"
"LA01062765",2004-05-09,45,"STORE"
"LA01068199",2002-08-27,56,"WEB"
"LA01109559",2002-03-29,37,"PHONE"
"LA01109760",2014-10-17,13,"STORE"
"LA01148201",2015-12-20,34,"WEB"
"LA01150918",2011-03-13,25,"WEB"
"LA01393440",2005-02-25,38,"WEB"
"LA01481794",2011-04-16,17,"STORE"
"LA01567432",2012-05-06,41,"STORE"
"LA02907439",2012-12-21,22,"PHONE"
"LA03047820",2017-12-28,17,"PHONE"
"LA03092098",2018-01-10,59,"WEB"
"LA03370545",2015-04-29,4,"PHONE"
"LA03425691",2018-05-06,14,"WEB"
"LA03552486",2016-08-05,34,"WEB"
"LA04495604",2018-04-22,70,"STORE"
"LA04548033",2016-05-23,14,"PHONE"
"LA04644538",2016-07-28,51,"STORE"
"LA04663759",2017-07-29,55,"STORE"
"LA04727056",2018-08-10,36,"PHONE"
"LA04864921",2015-09-30,60,"STORE"
"LA05035994",2018-11-23,19,"PHONE"
"LB00297878",2002-01-12,6,"WEB"
"LB00325652",2005-01-07,11,"WEB"
"LB00339439",2004-02-27,36,"WEB"
"LB00353225",2007-01-28,3,"WEB"
"LB00386434",2003-12-16,19,"WEB"
"LB00405453",2005-08-28,42,"WEB"
"LB00414007",2004-01-02,8,"WEB"
"LB00421956",2003-05-21,36,"WEB"
"LB00435944",2003-02-21,15,"WEB"
"LB00984486",2010-03-31,70,"WEB"
"LB00984687",2015-02-26,70,"PHONE"
"LB00993040",2002-02-19,41,"WEB"
"LB00995555",2010-09-05,6,"WEB"
"LB01028562",2011-02-07,65,"STORE"
"LB01061771",2004-10-18,4,"WEB"
"LB01061972",2008-11-04,33,"STORE"
"LB01067406",2001-04-05,59,"WEB"
"LB01078274",2003-04-16,49,"WEB"
"LB01078476",2003-03-08,49,"WEB"
"LB01108766",2014-02-11,28,"STORE"
"LB01558085",2011-05-09,13,"STORE"
"LB01850520",2014-08-29,10,"PHONE"
"LB02040814",2011-12-17,12,"STORE"
"LB02200415",2014-01-28,49,"STORE"
"LB02200616",2015-01-23,41,"STORE"
"LB02241774",2015-02-06,40,"STORE"
"LB02448572",2013-05-11,47,"STORE"
"LB02545077",2016-07-19,3,"WEB"
"LB02652854",2014-09-03,65,"STORE"
"LB02906445",2016-11-26,13,"STORE"
"LB03077518",2013-02-07,57,"PHONE"
"LB03267611",2015-03-26,22,"WEB"
"LB03353047",2014-04-29,50,"STORE"
"LB03397123",2015-05-12,64,"STORE"
"LB03750340",2014-10-06,4,"STORE"
"LB04406456",2019-03-25,4,"STORE"
"LB04436746",2016-04-20,47,"PHONE"
"LB04447614",2018-04-10,42,"STORE"
"LB04447816",2015-04-29,47,"STORE"
"LB04483540",2016-05-02,8,"WEB"
"LB04524899",2019-04-24,54,"WEB"
"LB04591115",2018-06-05,6,"STORE"
"LB04637908",2017-07-21,62,"STORE"
"LB04690539",2017-08-05,61,"STORE"
"LB04944130",2018-10-02,40,"WEB"
"LB04990923",2014-11-17,21,"PHONE"
"LB05084510",2015-01-10,60,"WEB"
"LB05084712",2016-01-04,49,"PHONE"
"LC00297084",2005-09-11,6,"WEB"
"LC00324456",2001-02-07,1,"WEB"
"LC00335727",2009-12-13,11,"PHONE"
"LC00338242",2003-07-11,36,"WEB"
"LC00352029",2010-03-12,3,"WEB"
"LC00388156",2009-11-20,20,"WEB"
"LC00404659",2003-04-22,23,"WEB"
"LC00418446",2012-08-17,57,"WEB"
"LC00421163",2002-02-01,30,"WEB"
"LC00716315",2003-02-06,54,"WEB"
"LC00740969",2014-01-18,42,"WEB"
"LC00796317",2010-06-21,37,"WEB"
"LC00944848",2014-08-25,6,"STORE"
"LC00983692",2007-05-05,70,"WEB"
"LC01008347",2005-09-10,52,"WEB"
"LC01019416",2001-10-31,34,"WEB"
"LC01019618",2003-09-15,15,"WEB"
"LC01027567",2001-02-03,60,"WEB"
"LC01027769",2005-02-20,4,"STORE"
"LC01068927",2008-10-21,59,"WEB"
"LC01110286",2003-03-13,37,"WEB"
"LC01121557",2011-08-22,18,"WEB"
"LC01234566",2013-01-25,15,"STORE"
"LC01518649",2011-04-26,48,"STORE"
"LC01711458",2012-07-31,63,"STORE"
"LC02089329",2015-12-08,44,"STORE"
"LC02127972",2012-01-15,13,"STORE"
"LC02136324",2014-12-31,64,"STORE"
"LC02282340",2016-02-16,40,"STORE"
"LC02367776",2012-04-15,28,"WEB"
"LC02469716",2016-05-03,49,"WEB"
"LC02500207",2013-06-19,68,"WEB"
"LC02657293",2016-08-22,53,"STORE"
"LC02717873",2013-09-29,39,"WEB"
"LC02858656",2016-11-12,7,"STORE"
"LC03608763",2017-08-12,1,"STORE"
"LC04058082",2017-01-13,53,"PHONE"
"LC04082736",2018-01-13,30,"STORE"
"LC04104875",2019-01-14,15,"WEB"
"LC04551679",2016-05-24,77,"WEB"
"LC04896341",2015-10-09,52,"STORE"
"LC05072849",2018-12-09,41,"PHONE"
"LC05108371",2018-12-28,79,"STORE"
"LD00312593",2003-09-23,11,"WEB"
"LD00384444",2010-12-02,25,"WEB"
"LD00403463",2001-05-16,30,"WEB"
"LD00406382",2006-03-25,42,"WEB"
"LD00406583",2004-02-07,42,"WEB"
"LD00414734",2003-02-16,57,"WEB"
"LD00422885",2002-12-18,36,"WEB"
"LD00423087",2010-10-13,30,"WEB"
"LD00425602",2011-02-06,17,"WEB"
"LD00434156",2003-02-20,57,"WEB"
"LD00753761",2013-09-22,47,"WEB"
"LD00759397",2014-12-03,23,"WEB"
"LD00828128",2010-07-26,36,"STORE"
"LD00853185",2008-01-05,60,"WEB"
"LD00968710",2002-02-17,64,"WEB"
"LD00968911",2003-03-24,32,"WEB"
"LD01012988",2009-03-17,22,"WEB"
"LD01040762",2002-01-22,46,"WEB"
"LD01054347",2014-04-04,53,"WEB"
"LD01150853",2010-07-29,25,"STORE"
"LD01272013",2016-01-14,56,"WEB"
"LD01393576",2006-01-28,38,"WEB"
"LD01956105",2016-09-21,11,"STORE"
"LD02132613",2012-01-16,68,"STORE"
"LD02270478",2015-02-16,43,"STORE"
"LD02278427",2017-02-08,4,"PHONE"
"LD02595517",2016-08-06,7,"STORE"
"LD02620373",2016-08-14,8,"WEB"
"LD03334554",2017-04-02,50,"STORE"
"LD04092811",2017-01-21,28,"PHONE"
"LD04253017",2015-03-15,11,"PHONE"
"LD04470682",2014-05-11,71,"PHONE"
"LD04688549",2016-08-11,28,"STORE"
"LD04878642",2014-10-11,18,"STORE"
"LE00317032",2014-02-03,11,"STORE"
"LE00325586",2005-04-09,11,"WEB"
"LE00344605",2002-01-28,2,"WEB"
"LE00352958",2006-04-23,3,"WEB"
"LE00353159",2001-05-23,3,"WEB"
"LE00386166",2011-08-30,20,"WEB"
"LE00394317",2003-02-19,13,"WEB"
"LE00394519",2001-12-28,13,"WEB"
"LE00405387",2010-03-09,42,"PHONE"
"LE00435878",2003-08-15,15,"WEB"
"LE00438394",2006-09-13,50,"WEB"
"LE00441111",2003-01-29,47,"WEB"
"LE00664613",2014-08-14,48,"STORE"
"LE00763836",2012-09-22,10,"STORE"
"LE00821900",2006-01-28,26,"WEB"
"LE01050837",2002-03-22,26,"STORE"
"LE01053352",2009-08-23,71,"WEB"
"LE01053554",2010-08-29,71,"WEB"
"LE01058988",2010-12-16,36,"STORE"
"LE01061705",2010-09-12,4,"WEB"
"LE01067139",2005-05-24,59,"WEB"
"LE01067340",2004-10-12,59,"WEB"
"LE01108700",2009-04-17,37,"WEB"
"LE01398015",2007-06-02,24,"WEB"
"LE02343648",2012-04-02,11,"STORE"
"LE02410065",2014-04-16,17,"STORE"
"LE02448707",2013-05-12,49,"WEB"
"LE03306187",2015-04-08,21,"WEB"
"LE03383271",2017-04-23,40,"STORE"
"LE03421913",2013-06-02,23,"WEB"
"LE03427549",2018-05-07,17,"WEB"
"LE03587351",2015-08-21,21,"WEB"
"LE03592785",2015-08-24,40,"STORE"
"LE04108320",2018-01-20,52,"PHONE"
"LE04202310",2016-02-24,60,"PHONE"
"LE04571828",2014-06-15,33,"STORE"
"LE04665415",2018-07-23,69,"PHONE"
"LE04943862",2019-09-25,53,"STORE"
"LF00396040",2003-03-23,13,"WEB"
"LF00404594",2005-05-19,23,"WEB"
"LF00421097",2002-12-25,30,"WEB"
"LF00423814",2006-07-22,36,"PHONE"
"LF00429248",2005-08-07,27,"WEB"
"LF00434682",2003-02-02,50,"WEB"
"LF00434884",2009-05-10,50,"STORE"
"LF01008483",2014-01-26,52,"STORE"
"LF01019351",2005-04-10,34,"WEB"
"LF01027502",2002-02-20,60,"WEB"
"LF01049641",2004-05-08,9,"WEB"
"LF01049842",2003-09-05,9,"WEB"
"LF01110221",2005-03-26,37,"WEB"
"LF01121492",2002-02-01,58,"WEB"
"LF01529653",2011-04-30,67,"STORE"
"LF01797030",2015-08-07,59,"STORE"
"LF02045187",2015-11-24,29,"STORE"
"LF02773155",2014-10-13,28,"WEB"
"LF03101314",2015-02-02,4,"WEB"
"LF03393547",2013-05-23,47,"WEB"
"LF03509273",2017-07-18,11,"STORE"
"LF04231605",2019-02-13,42,"WEB"
"LF04372389",2016-04-05,39,"STORE"
"LF04603841",2016-07-13,22,"STORE"
"LF04907345",2015-10-11,4,"STORE"
"LF04923647",2018-09-25,7,"STORE"
"LG00312527",2004-02-16,11,"WEB"
"LG00386894",2002-02-20,16,"PHONE"
"LG00395246",2003-03-12,13,"WEB"
"LG00414467",2008-04-27,54,"WEB"
"LG00453109",2013-03-05,39,"PHONE"
"LG00750978",2013-12-06,30,"WEB"
"LG00770400",2010-08-17,19,"WEB"
"LG00968845",2013-07-28,5,"WEB"
"LG00985147",2003-05-28,70,"WEB"
"LG00993701",2006-07-28,41,"WEB"
"LG01018557",2012-06-01,22,"STORE"
"LG01026507",2005-07-18,4,"WEB"
"LG01026708",2001-01-24,4,"WEB"
"LG01040293",2006-05-07,46,"WEB"
"LG01054080",2011-01-06,66,"WEB"
"LG01054281",2005-02-07,53,"WEB"
"LG01109226",2010-12-04,28,"WEB"
"LG01150787",2014-09-16,25,"PHONE"
"LG01393308",2001-04-07,38,"WEB"
"LG01393510",2001-09-12,38,"STORE"
"LG01434668",2016-03-01,22,"PHONE"
"LG01616609",2012-05-16,21,"STORE"
"LG01646899",2014-05-16,8,"STORE"
"LG02306136",2015-03-02,37,"WEB"
"LG02375068",2014-04-04,73,"WEB"
"LG02518367",2015-07-16,45,"STORE"
"LG03014883",2014-01-14,36,"STORE"
"LG03389634",2014-05-13,11,"STORE"
"LG03577211",2018-07-31,11,"WEB"
"LG03651779",2013-09-19,37,"WEB"
"LG03731781",2013-10-10,27,"STORE"
"LG03844790",2017-10-29,36,"WEB"
"LG04236044",2017-02-25,49,"PHONE"
"LG04371394",2017-03-30,48,"STORE"
"LG04401482",2014-04-24,46,"STORE"
"LG04509259",2017-05-03,36,"STORE"
"LG04542266",2014-06-01,25,"PHONE"
"LG04586544",2018-05-29,60,"PHONE"
"LG04589261",2018-06-01,13,"PHONE"
"LG04666143",2015-08-11,47,"WEB"
"LG04787504",2018-08-24,18,"STORE"
"LH00292312",2010-01-07,44,"WEB"
"LH00300665",2007-08-24,6,"STORE"
"LH00325521",2005-05-05,1,"WEB"
"LH00344540",2011-12-01,21,"WEB"
"LH00361043",2003-01-04,48,"WEB"
"LH00361245",2004-04-23,48,"WEB"
"LH00366679",2003-12-12,61,"WEB"
"LH00366880",2004-10-23,24,"STORE"
"LH00385899",2009-04-11,20,"WEB"
"LH00386101",2004-09-27,20,"STORE"
"LH00394252",2009-02-13,13,"WEB"
"LH00394453",2004-10-04,13,"PHONE"
"LH00402403",2002-04-15,30,"WEB"
"LH00405321",2003-05-12,23,"WEB"
"LH00421825",2008-03-08,36,"STORE"
"LH00455033",2010-01-27,68,"STORE"
"LH00540268",2006-10-09,8,"PHONE"
"LH00782991",2013-05-15,1,"WEB"
"LH00816199",2006-02-27,46,"WEB"
"LH00918139",2009-02-07,80,"WEB"
"LH00953863",2010-09-20,1,"WEB"
"LH00984556",2003-02-02,70,"PHONE"
"LH00992505",2005-03-13,41,"WEB"
"LH01050368",2001-08-29,9,"PHONE"
"LH01050570",2012-03-24,9,"WEB"
"LH01053287",2002-09-04,71,"WEB"
"LH01067073",2002-04-08,59,"WEB"
"LH01078143",2002-10-04,49,"STORE"
"LH01296010",2015-01-23,11,"WEB"
"LH01505323",2011-04-22,17,"STORE"
"LH01557752",2013-04-26,64,"WEB"
"LH01847470",2011-09-15,42,"STORE"
"LH01943774",2014-09-28,18,"STORE"
"LH02148056",2015-01-03,25,"STORE"
"LH02448440",2014-05-06,1,"WEB"
"LH02544946",2017-07-13,3,"WEB"
"LH02663590",2015-09-02,21,"WEB"
"LH03035624",2017-01-01,6,"STORE"
"LH03267278",2015-03-26,36,"WEB"
"LH03535058",2017-07-25,50,"STORE"
"LH03551360",2015-08-12,22,"WEB"
"LH03893507",2016-12-02,23,"WEB"
"LH04193892",2017-02-12,1,"WEB"
"LH04340109",2018-03-17,23,"WEB"
"LH04535636",2018-05-04,41,"STORE"
"LH04560492",2018-05-15,1,"STORE"
"LH04863795",2016-09-23,54,"PHONE"
"LH04988075",2015-11-10,22,"PHONE"
"LI00296953",2010-05-18,6,"WEB"
"LI00313255",2001-05-20,14,"WEB"
"LI00332677",2010-01-02,1,"PHONE"
"LI00338312",2002-06-06,36,"WEB"
"LI00351897",2010-05-25,3,"WEB"
"LI00360451",2002-08-30,12,"WEB"
"LI00407043",2003-04-01,36,"WEB"
"LI00415396",2007-12-03,64,"WEB"
"LI00434616",2003-03-31,50,"WEB"
"LI00735202",2012-04-05,54,"WEB"
"LI00790550",2015-05-06,21,"WEB"
"LI00812286",2006-11-24,41,"STORE"
"LI01008215",2005-09-05,52,"WEB"
"LI01019285",2001-02-15,34,"WEB"
"LI01049575",2013-04-29,7,"WEB"
"LI01049776",2003-04-01,9,"WEB"
"LI01121426",2006-01-19,18,"STORE"
"LI01135212",2012-01-10,45,"WEB"
"LI01190358",2012-01-10,48,"STORE"
"LI01397156",2002-03-24,24,"WEB"
"LI01490944",2015-03-24,20,"STORE"
"LI02177351",2015-01-14,45,"STORE"
"LI02315014",2016-02-27,3,"STORE"
"LI02356575",2014-03-31,8,"WEB"
"LI02466867",2017-04-25,48,"STORE"
"LI02527649",2012-08-06,50,"WEB"
"LI03379493",2016-04-28,36,"WEB"
"LI03533862",2013-08-18,3,"STORE"
"LI03685715",2015-09-14,6,"STORE"
"LI04212117",2014-03-09,32,"STORE"
"LI04454840",2018-04-13,25,"STORE"
"LI04498917",2014-05-18,38,"STORE"
"LI04793867",2017-08-31,31,"WEB"
"LJ00312462",2001-10-15,1,"WEB"
"LJ00326047",2011-05-30,1,"STORE"
"LJ00326248",2006-03-17,1,"WEB"
"LJ00394979",2003-01-01,13,"WEB"
"LJ00414401",2009-08-20,54,"WEB"
"LJ00425471",2002-08-15,17,"WEB"
"LJ00811493",2008-11-15,41,"WEB"
"LJ00891495",2014-08-02,29,"WEB"
"LJ00993434",2005-02-01,41,"WEB"
"LJ00993636",2008-03-23,41,"PHONE"
"LJ01018492",2003-02-06,34,"WEB"
"LJ01040228",2002-09-11,46,"WEB"
"LJ01054014",2010-05-22,66,"WEB"
"LJ01054216",2002-09-25,53,"WEB"
"LJ01056731",2011-08-03,43,"STORE"
"LJ01062367",2004-11-08,45,"WEB"
"LJ01101211",2008-04-30,63,"STORE"
"LJ01109362",2012-08-18,28,"WEB"
"LJ01393444",2004-12-16,38,"STORE"
"LJ01398677",2015-08-10,64,"PHONE"
"LJ01437319",2012-03-27,55,"STORE"
"LJ01509170",2015-03-30,13,"PHONE"
"LJ01718685",2015-07-17,64,"WEB"
"LJ01952854",2015-09-27,36,"WEB"
"LJ02005484",2014-11-19,48,"WEB"
"LJ02192860",2017-01-08,36,"WEB"
"LJ02275780",2015-02-20,19,"STORE"
"LJ02487810",2014-05-27,48,"STORE"
"LJ02504515",2016-06-28,30,"WEB"
"LJ02978892",2014-01-06,52,"WEB"
"LJ03235200",2014-03-17,48,"STORE"
"LJ03469570",2013-07-25,17,"PHONE"
"LJ03494225",2017-07-14,19,"STORE"
"LJ03585498",2016-08-13,32,"PHONE"
"LJ03615586",2015-08-28,35,"STORE"
"LJ03623939",2017-08-18,30,"WEB"
"LJ04244533",2019-02-17,19,"WEB"
"LJ04332686",2014-04-10,59,"STORE"
"LJ04417920",2014-04-27,57,"WEB"
"LJ04462198",2014-05-09,11,"PHONE"
"LJ04475985",2017-04-22,20,"PHONE"
"LJ04484136",2017-04-26,3,"WEB"
"LJ04525697",2018-04-30,49,"WEB"
"LJ04534049",2015-05-23,10,"STORE"
"LJ04550351",2019-05-05,41,"STORE"
"LJ04801427",2015-09-14,5,"PHONE"
"LJ04961229",2018-10-08,26,"PHONE"
"LJ05079672",2019-12-08,3,"STORE"
"LK00325253",2009-07-24,1,"WEB"
"LK00325455",2001-02-07,1,"WEB"
"LK00333404",2006-08-03,1,"WEB"
"LK00339040",2003-06-16,36,"WEB"
"LK00344474",2004-06-14,21,"WEB"
"LK00344675",2002-02-04,2,"WEB"
"LK00360977",2003-01-19,48,"WEB"
"LK00361179",2005-09-09,48,"WEB"
"LK00386035",2005-07-26,20,"WEB"
"LK00391267",2003-03-06,10,"WEB"
"LK00391469",2009-02-03,10,"WEB"
"LK00394387",2003-02-19,13,"PHONE"
"LK00405054",2004-11-21,23,"WEB"
"LK00405255",2001-02-11,42,"WEB"
"LK00421759",2005-03-01,36,"WEB"
"LK00440979",2009-01-05,47,"WEB"
"LK00454766",2005-01-07,68,"WEB"
"LK00760786",2015-04-21,30,"WEB"
"LK00992439",2002-03-25,41,"WEB"
"LK01039233",2012-11-15,60,"WEB"
"LK01050302",2002-08-08,9,"WEB"
"LK01077875",2003-01-25,53,"WEB"
"LK01227011",2016-01-06,34,"STORE"
"LK01566038",2014-04-23,36,"STORE"
"LK01954979",2011-10-23,44,"WEB"
"LK02145071",2013-01-15,6,"WEB"
"LK02147990",2014-01-10,3,"STORE"
"LK02417883",2016-04-08,19,"STORE"
"LK02646819",2013-09-09,47,"WEB"
"LK03388573",2017-04-24,17,"WEB"
"LK03449355",2013-06-24,36,"WEB"
"LK03973242",2018-12-11,30,"WEB"
"LK03981594",2015-01-06,42,"STORE"
"LK04386635",2017-04-01,4,"PHONE"
"LK04436347",2016-04-20,66,"PHONE"
"LK04557709",2016-05-26,24,"STORE"
"LK04563344",2014-06-09,41,"PHONE"
"LK04574414",2015-06-10,29,"STORE"
"LK04640629",2014-08-09,31,"STORE"
"LK04684706",2016-08-10,36,"PHONE"
"LK04792281",2016-09-05,48,"PHONE"
"LK04993443",2015-11-17,28,"WEB"
"LL00280384",2007-06-06,5,"WEB"
"LL00313189",2005-04-18,11,"STORE"
"LL00338247",2005-05-02,36,"WEB"
"LL00404261",2004-02-10,23,"WEB"
"LL00404462",2005-09-16,23,"WEB"
"LL00415129",2008-06-02,64,"WEB"
"LL00415330",2011-05-11,64,"WEB"
"LL00426198",2005-03-17,47,"STORE"
"LL00429117",2004-01-26,31,"WEB"
"LL00434551",2007-09-26,50,"WEB"
"LL00459407",2014-08-18,30,"WEB"
"LL00765427",2012-07-29,48,"WEB"
"LL00765628",2011-01-23,48,"WEB"
"LL00787364",2013-05-19,36,"PHONE"
"LL00914361",2001-08-06,35,"WEB"
"LL01019018",2008-08-26,34,"WEB"
"LL01049509",2003-04-20,7,"WEB"
"LL01068730",2012-03-02,56,"WEB"
"LL01068931",2014-05-16,56,"WEB"
"LL01110089",2004-05-09,37,"WEB"
"LL01443682",2013-03-21,56,"STORE"
"LL01509898",2013-04-11,1,"STORE"
"LL01611837",2013-05-09,75,"STORE"
"LL01738834",2016-07-18,44,"STORE"
"LL01871064",2013-09-10,50,"WEB"
"LL02157863",2016-01-02,57,"WEB"
"LL02168933",2015-01-10,13,"STORE"
"LL02392435",2015-04-03,32,"STORE"
"LL02458651",2014-05-12,46,"WEB"
"LL02480588",2016-05-09,42,"STORE"
"LL02632038",2015-08-22,19,"STORE"
"LL03252431",2014-03-26,11,"WEB"
"LL03500588",2017-07-16,28,"WEB"
"LL03633220",2018-08-14,34,"PHONE"
"LL03737877",2018-09-10,13,"STORE"
"LL03781953",2018-09-19,67,"WEB"
"LL03925252",2017-12-04,68,"WEB"
"LL04110112",2014-02-15,8,"STORE"
"LL04148553",2014-02-23,43,"PHONE"
"LL04220203",2016-02-27,14,"PHONE"
"LL04330495",2018-03-14,41,"STORE"
"LL04493417",2014-05-17,33,"STORE"
"LL04556916",2018-05-13,71,"STORE"
"LL04813022",2014-09-22,47,"WEB"
"LL04959240",2016-10-20,24,"WEB"
"LL05036726",2015-12-13,42,"WEB"
"LM00312396",2008-04-03,42,"WEB"
"LM00325981",2003-04-23,11,"WEB"
"LM00339767",2002-02-11,6,"WEB"
"LM00361906",2003-06-02,48,"WEB"
"LM00367340",2007-12-20,25,"PHONE"
"LM00395115",2004-10-25,13,"WEB"
"LM00403266",2002-03-20,11,"WEB"
"LM00406184",2004-06-11,42,"WEB"
"LM00414335",2002-02-16,54,"WEB"
